Id,forecasts
s6h12,118177.0
s6h13,96870.0
s6h14,109500.0
s6h15,126928.0
s6h16,123749.0
s6h17,125805.0
s6h18,131624.0
s6h19,118177.0
s6h20,96870.0
s6h21,109500.0
s7h1,131761.0
s7h2,133340.0
s7h3,109245.0
s7h4,126864.0
s7h5,132939.0
s7h6,154269.0
s7h7,195084.0
s7h8,131761.0
s7h9,133340.0
s7h10,109245.0
s7h11,126864.0
s7h12,132939.0
s7h13,154269.0
s7h14,195084.0
s7h15,131761.0
s7h16,133340.0
s7h17,109245.0
s7h18,126864.0
s7h19,132939.0
s7h20,154269.0
s7h21,195084.0
s8h1,178907.60216209484
s8h2,192962.36666747273
s8h3,193837.20126370102
s8h4,197371.6830321791
s8h5,184800.36966478085
s8h6,166463.92977169532
s8h7,156390.422979126
s8h8,178907.60216209484
s8h9,192962.36666747273
s8h10,193837.20126370102
s8h11,197371.6830321791
s8h12,184800.36966478085
s8h13,166463.92977169532
s8h14,156390.422979126
s8h15,178907.60216209484
s8h16,192962.36666747273
s8h17,193837.20126370102
s8h18,197371.6830321791
s8h19,184800.36966478085
s8h20,166463.92977169532
s8h21,156390.422979126
s9h1,190131.0
s9h2,177228.0
s9h3,181750.0
s9h4,170910.0
s9h5,172158.0
s9h6,169478.0
s9h7,193088.0
s9h8,190131.0
s9h9,177228.0
s9h10,181750.0
s9h11,170910.0
s9h12,172158.0
s9h13,169478.0
s9h14,193088.0
s9h15,190131.0
s9h16,177228.0
s9h17,181750.0
s9h18,170910.0
s9h19,172158.0
s9h20,169478.0
s9h21,193088.0
s10h1,67992.362016892
s10h2,67212.71769767415
s10h3,67125.78749528919
s10h4,66830.03209628971
s10h5,64771.44965590019
s10h6,61121.731468735896
s10h7,63933.64312125536
s10h8,68089.74204590339
s10h9,67306.6465313012
s10h10,67219.33676528774
s10h11,66922.29783582472
s10h12,64855.11203023281
s10h13,61191.51285572697
s10h14,64013.96655498326
s10h15,68187.55911763826
s10h16,67400.92308256296
s10h17,67313.29454268856
s10h18,67014.96269740528
s10h19,64939.112929685194
s10h20,61261.54373605577
s10h21,64094.551761124196
s11h1,25310.6
s11h2,25530.4
s11h3,24285.2
s11h4,23529.8
s11h5,22862.4
s11h6,22495.0
s11h7,23204.8
s11h8,25310.6
s11h9,25530.4
s11h10,24285.2
s11h11,23529.8
s11h12,22862.4
s11h13,22495.0
s11h14,23204.8
s11h15,25310.6
s11h16,25530.4
s11h17,24285.2
s11h18,23529.8
s11h19,22862.4
s11h20,22495.0
s11h21,23204.8
s12h1,31193.4
s12h2,30628.6
s12h3,30709.2
s12h4,29451.2
s12h5,27968.4
s12h6,28093.6
s12h7,28179.4
s12h8,31193.4
s12h9,30628.6
s12h10,30709.2
s12h11,29451.2
s12h12,27968.4
s12h13,28093.6
s12h14,28179.4
s12h15,31193.4
s12h16,30628.6
s12h17,30709.2
s12h18,29451.2
s12h19,27968.4
s12h20,28093.6
s12h21,28179.4
s13h1,634481.0977460529
s13h2,605135.8523072823
s13h3,581144.4066403796
s13h4,575996.2234467926
s13h5,549125.6682523055
s13h6,478358.65945381136
s13h7,531421.379070122
s13h8,638287.917102222
s13h9,608751.7650678953
s13h10,584604.8344788012
s13h11,579423.3582203418
s13h12,552379.4549032352
s13h13,481159.50752570026
s13h14,534561.3495000651
s13h15,642119.558648861
s13h16,612391.1588150945
s13h17,588087.6551010787
s13h18,582872.6532673714
s13h19,555654.1941515509
s13h20,483978.17750980734
s13h21,537721.482362827
s14h1,804259.0
s14h2,721027.0
s14h3,717347.0
s14h4,722858.0
s14h5,696574.0
s14h6,580483.0
s14h7,628590.0
s14h8,804259.0
s14h9,721027.0
s14h10,717347.0
s14h11,722858.0
s14h12,696574.0
s14h13,580483.0
s14h14,628590.0
s14h15,804259.0
s14h16,721027.0
s14h17,717347.0
s14h18,722858.0
s14h19,696574.0
s14h20,580483.0
s14h21,628590.0
s15h1,950560.6631638149
s15h2,866828.5938964671
s15h3,846174.6778765896
s15h4,828281.5381037254
s15h5,865859.5911078198
s15h6,995949.0123855972
s15h7,1118383.6269039793
s15h8,947763.1868939295
s15h9,864284.4541433938
s15h10,843692.9196906522
s15h11,825853.7868540587
s15h12,863318.3790459348
s15h13,993013.9321175655
s15h14,1115076.4615318407
s15h15,944974.1855079168
s15h16,861748.0009069787
s15h17,841218.6542298625
s15h18,823433.3606665679
s15h19,860784.8444026323
s15h20,990087.7558173198
s15h21,1111779.3631955322
s16h1,1335350.071156692
s16h2,1266774.9069383147
s16h3,1207940.100239026
s16h4,1175903.8909206819
s16h5,1206386.5125991446
s16h6,1378702.6176869504
s16h7,1566622.6163694852
s16h8,1336695.5409876045
s16h9,1268024.7270118534
s16h10,1209109.483115062
s16h11,1177030.1229000185
s16h12,1207553.7922362518
s16h13,1380109.5818158619
s16h14,1568304.9358917153
s16h15,1338042.9075088014
s16h16,1269276.2722698417
s16h17,1210280.4498074616
s16h18,1178157.8639823573
s16h19,1208722.6520296633
s16h20,1381518.554766114
s16h21,1569989.7830100486
s17h1,639855.2
s17h2,630098.2
s17h3,630973.6
s17h4,622955.2
s17h5,553882.8
s17h6,513963.8
s17h7,601895.8
s17h8,639855.2
s17h9,630098.2
s17h10,630973.6
s17h11,622955.2
s17h12,553882.8
s17h13,513963.8
s17h14,601895.8
s17h15,639855.2
s17h16,630098.2
s17h17,630973.6
s17h18,622955.2
s17h19,553882.8
s17h20,513963.8
s17h21,601895.8
s18h1,446000.0
s18h2,432021.0
s18h3,449808.0
s18h4,456160.0
s18h5,387573.0
s18h6,379761.0
s18h7,429110.0
s18h8,446000.0
s18h9,432021.0
s18h10,449808.0
s18h11,456160.0
s18h12,387573.0
s18h13,379761.0
s18h14,429110.0
s18h15,446000.0
s18h16,432021.0
s18h17,449808.0
s18h18,456160.0
s18h19,387573.0
s18h20,379761.0
s18h21,429110.0
s19h1,19757.0
s19h2,19757.0
s19h3,19757.0
s19h4,19757.0
s19h5,19757.0
s19h6,19757.0
s19h7,19757.0
s19h8,19757.0
s19h9,19757.0
s19h10,19757.0
s19h11,19757.0
s19h12,19757.0
s19h13,19757.0
s19h14,19757.0
s19h15,19757.0
s19h16,19757.0
s19h17,19757.0
s19h18,19757.0
s19h19,19757.0
s19h20,19757.0
s19h21,19757.0
s20h1,40586.0
s20h2,40586.0
s20h3,40586.0
s20h4,40586.0
s20h5,40586.0
s20h6,40586.0
s20h7,40586.0
s20h8,40586.0
s20h9,40586.0
s20h10,40586.0
s20h11,40586.0
s20h12,40586.0
s20h13,40586.0
s20h14,40586.0
s20h15,40586.0
s20h16,40586.0
s20h17,40586.0
s20h18,40586.0
s20h19,40586.0
s20h20,40586.0
s20h21,40586.0
s21h1,228363.7833784464
s21h2,218238.17519856992
s21h3,215170.05860276913
s21h4,227030.5252149546
s21h5,255101.19633403566
s21h6,268737.0322336365
s21h7,260880.27293910747
s21h8,228363.7833784464
s21h9,218238.17519856992
s21h10,215170.05860276913
s21h11,227030.5252149546
s21h12,255101.19633403566
s21h13,268737.0322336365
s21h14,260880.27293910747
s21h15,228363.7833784464
s21h16,218238.17519856992
s21h17,215170.05860276913
s21h18,227030.5252149546
s21h19,255101.19633403566
s21h20,268737.0322336365
s21h21,260880.27293910747
s22h1,184904.0
s22h2,172429.0
s22h3,172763.0
s22h4,166430.0
s22h5,146816.0
s22h6,118349.0
s22h7,130148.0
s22h8,184904.0
s22h9,172429.0
s22h10,172763.0
s22h11,166430.0
s22h12,146816.0
s22h13,118349.0
s22h14,130148.0
s22h15,184904.0
s22h16,172429.0
s22h17,172763.0
s22h18,166430.0
s22h19,146816.0
s22h20,118349.0
s22h21,130148.0
s23h1,347217.2
s23h2,341274.8
s23h3,338943.8
s23h4,375847.6
s23h5,317986.8
s23h6,297945.2
s23h7,356621.8
s23h8,347217.2
s23h9,341274.8
s23h10,338943.8
s23h11,375847.6
s23h12,317986.8
s23h13,297945.2
s23h14,356621.8
s23h15,347217.2
s23h16,341274.8
s23h17,338943.8
s23h18,375847.6
s23h19,317986.8
s23h20,297945.2
s23h21,356621.8
s24h1,260543.09577061693
s24h2,247522.47099898654
s24h3,243009.20662348368
s24h4,240768.20322111956
s24h5,215414.07310142147
s24h6,228892.52372769755
s24h7,283051.0907638448
s24h8,262983.7121080858
s24h9,249914.85748425763
s24h10,245384.51570194686
s24h11,243134.9609295739
s24h12,217680.510078781
s24h13,231213.13621877125
s24h14,285571.731173873
s24h15,265433.2043140332
s24h16,252316.21952294503
s24h17,247768.8363832693
s24h18,245510.74844415917
s24h19,219956.19833556193
s24h20,233542.87853930148
s24h21,288101.0886377967
s25h1,253558.6342422592
s25h2,256840.0583644358
s25h3,245701.40008933962
s25h4,243581.68198126942
s25h5,240425.55499559088
s25h6,255646.50807581615
s25h7,277432.6317089604
s25h8,252468.2048684365
s25h9,255730.61692471805
s25h10,244656.14972392426
s25h11,242548.5357288961
s25h12,239410.3638977144
s25h13,254543.99161017718
s25h14,276201.9956280319
s25h15,251384.07461449338
s25h16,254627.61282344462
s25h17,243616.87250494346
s25h18,241521.27589345066
s25h19,238400.9310410818
s25h20,253447.86206746884
s25h21,274978.69192218996
s26h1,306131.697731693
s26h2,287088.1852246576
s26h3,281440.4369743542
s26h4,276381.6138747228
s26h5,267389.5214043441
s26h6,296375.81452909455
s26h7,327914.25976119423
s26h8,307081.9881830507
s26h9,287958.49644408294
s26h10,282287.39711435704
s26h11,277207.80412321026
s26h12,268179.13925832324
s26h13,297284.8952490798
s26h14,328958.30751313147
s26h15,308036.31896767847
s26h16,288832.421221057
s26h17,283137.84815137833
s26h18,278037.37693055
s26h19,268971.9506946163
s26h20,298197.7951391156
s26h21,330006.90835192776
s27h1,3146.0
s27h2,2833.2
s27h3,2933.6
s27h4,2957.4
s27h5,2675.4
s27h6,2683.6
s27h7,3421.8
s27h8,3146.0
s27h9,2833.2
s27h10,2933.6
s27h11,2957.4
s27h12,2675.4
s27h13,2683.6
s27h14,3421.8
s27h15,3146.0
s27h16,2833.2
s27h17,2933.6
s27h18,2957.4
s27h19,2675.4
s27h20,2683.6
s27h21,3421.8
s28h1,3910.2
s28h2,3684.8
s28h3,3505.6
s28h4,3299.2
s28h5,3267.0
s28h6,3167.6
s28h7,3900.6
s28h8,3910.2
s28h9,3684.8
s28h10,3505.6
s28h11,3299.2
s28h12,3267.0
s28h13,3167.6
s28h14,3900.6
s28h15,3910.2
s28h16,3684.8
s28h17,3505.6
s28h18,3299.2
s28h19,3267.0
s28h20,3167.6
s28h21,3900.6
s29h1,99532.0
s29h2,99532.0
s29h3,99532.0
s29h4,99532.0
s29h5,99532.0
s29h6,99532.0
s29h7,99532.0
s29h8,99532.0
s29h9,99532.0
s29h10,99532.0
s29h11,99532.0
s29h12,99532.0
s29h13,99532.0
s29h14,99532.0
s29h15,99532.0
s29h16,99532.0
s29h17,99532.0
s29h18,99532.0
s29h19,99532.0
s29h20,99532.0
s29h21,99532.0
s30h1,77504.94246024649
s30h2,75175.90895447736
s30h3,72174.58708989182
s30h4,73983.51725728766
s30h5,68194.24072458908
s30h6,63187.59341568673
s30h7,68873.33409004674
s30h8,78460.92460034993
s30h9,76109.53154448996
s30h10,73079.16540031112
s30h11,74905.63255983265
s30h12,69059.87875565332
s30h13,64003.51781494647
s30h14,69745.65106295308
s30h15,79426.04076826773
s30h16,77052.135616754
s30h17,73992.5254600774
s30h18,75836.65042796501
s30h19,69934.02782383154
s30h20,64827.602482394745
s30h21,70626.52575012727
s31h1,147423.19948849105
s31h2,147423.19948849105
s31h3,147423.19948849105
s31h4,147423.19948849105
s31h5,147423.19948849105
s31h6,147423.19948849105
s31h7,147423.19948849105
s31h8,147423.19948849105
s31h9,147423.19948849105
s31h10,147423.19948849105
s31h11,147423.19948849105
s31h12,147423.19948849105
s31h13,147423.19948849105
s31h14,147423.19948849105
s31h15,147423.19948849105
s31h16,147423.19948849105
s31h17,147423.19948849105
s31h18,147423.19948849105
s31h19,147423.19948849105
s31h20,147423.19948849105
s31h21,147423.19948849105
s32h1,93884
s32h2,110793
s32h3,103352
s32h4,107247
s32h5,111392
s32h6,102698
s32h7,172995
s32h8,93884
s32h9,110793
s32h10,103352
s32h11,107247
s32h12,111392
s32h13,102698
s32h14,172995
s32h15,93884
s32h16,110793
s32h17,103352
s32h18,107247
s32h19,111392
s32h20,102698
s32h21,172995
s33h1,432909.0
s33h2,432909.0
s33h3,432909.0
s33h4,432909.0
s33h5,432909.0
s33h6,432909.0
s33h7,432909.0
s33h8,432909.0
s33h9,432909.0
s33h10,432909.0
s33h11,432909.0
s33h12,432909.0
s33h13,432909.0
s33h14,432909.0
s33h15,432909.0
s33h16,432909.0
s33h17,432909.0
s33h18,432909.0
s33h19,432909.0
s33h20,432909.0
s33h21,432909.0
s34h1,575172.0
s34h2,575172.0
s34h3,575172.0
s34h4,575172.0
s34h5,575172.0
s34h6,575172.0
s34h7,575172.0
s34h8,575172.0
s34h9,575172.0
s34h10,575172.0
s34h11,575172.0
s34h12,575172.0
s34h13,575172.0
s34h14,575172.0
s34h15,575172.0
s34h16,575172.0
s34h17,575172.0
s34h18,575172.0
s34h19,575172.0
s34h20,575172.0
s34h21,575172.0
s35h1,30421.932779638526
s35h2,31548.77138270712
s35h3,29748.58551466497
s35h4,29834.922582417315
s35h5,31110.097987553203
s35h6,34916.65233291824
s35h7,36112.20695525618
s35h8,30335.401353240835
s35h9,31462.561105526183
s35h10,29661.85585190325
s35h11,29748.218613037996
s35h12,31023.76421675087
s35h13,34831.33127940809
s35h14,36027.17899675684
s35h15,30248.844724314225
s35h16,31376.326709021992
s35h17,29575.100295904864
s35h18,29661.48884091302
s35h19,30937.40591524818
s35h20,34745.98888707601
s35h21,35942.13054941904
s36h1,44189
s36h2,44189
s36h3,44189
s36h4,44189
s36h5,44189
s36h6,44189
s36h7,44189
s36h8,44189
s36h9,44189
s36h10,44189
s36h11,44189
s36h12,44189
s36h13,44189
s36h14,44189
s36h15,44189
s36h16,44189
s36h17,44189
s36h18,44189
s36h19,44189
s36h20,44189
s36h21,44189
s37h1,117429.0
s37h2,110441.0
s37h3,101939.0
s37h4,103515.0
s37h5,101330.0
s37h6,93102.0
s37h7,95645.0
s37h8,117429.0
s37h9,110441.0
s37h10,101939.0
s37h11,103515.0
s37h12,101330.0
s37h13,93102.0
s37h14,95645.0
s37h15,117429.0
s37h16,110441.0
s37h17,101939.0
s37h18,103515.0
s37h19,101330.0
s37h20,93102.0
s37h21,95645.0
s38h1,136191.90276501983
s38h2,141219.4287002383
s38h3,139146.10414716398
s38h4,136585.20874142763
s38h5,141993.10246064723
s38h6,126881.13214418627
s38h7,129085.70376995322
s38h8,139288.8686362448
s38h9,144492.20668650937
s38h10,142345.97202419987
s38h11,139695.80728213038
s38h12,145293.23242403957
s38h13,129661.47790991788
s38h14,131939.94947927713
s38h15,142493.73872720954
s38h16,147881.22417565534
s38h17,145658.6032167673
s38h18,142914.95058683318
s38h19,148710.9130044237
s38h20,132535.13427808543
s38h21,134890.8625122465
s39h1,282409.8
s39h2,271214.4
s39h3,269847.8
s39h4,249010.2
s39h5,297566.6
s39h6,294433.8
s39h7,295622.2
s39h8,282409.8
s39h9,271214.4
s39h10,269847.8
s39h11,249010.2
s39h12,297566.6
s39h13,294433.8
s39h14,295622.2
s39h15,282409.8
s39h16,271214.4
s39h17,269847.8
s39h18,249010.2
s39h19,297566.6
s39h20,294433.8
s39h21,295622.2
s40h1,564425.0
s40h2,564425.0
s40h3,564425.0
s40h4,564425.0
s40h5,564425.0
s40h6,564425.0
s40h7,564425.0
s40h8,564425.0
s40h9,564425.0
s40h10,564425.0
s40h11,564425.0
s40h12,564425.0
s40h13,564425.0
s40h14,564425.0
s40h15,564425.0
s40h16,564425.0
s40h17,564425.0
s40h18,564425.0
s40h19,564425.0
s40h20,564425.0
s40h21,564425.0
s41h1,13207.6
s41h2,12914.8
s41h3,13443.4
s41h4,13514.4
s41h5,12370.8
s41h6,9195.4
s41h7,9918.8
s41h8,13207.6
s41h9,12914.8
s41h10,13443.4
s41h11,13514.4
s41h12,12370.8
s41h13,9195.4
s41h14,9918.8
s41h15,13207.6
s41h16,12914.8
s41h17,13443.4
s41h18,13514.4
s41h19,12370.8
s41h20,9195.4
s41h21,9918.8
s42h1,22404.775879588782
s42h2,22356.906062185204
s42h3,22376.03345907367
s42h4,24919.477249426
s42h5,23068.221891180343
s42h6,18387.568865630026
s42h7,17066.328951005064
s42h8,22259.659785283973
s42h9,22212.20493604036
s42h10,22231.166559673624
s42h11,24752.14971145394
s42h12,22917.323867374078
s42h13,18276.186761879013
s42h14,16965.530505080886
s42h15,22115.800729876006
s42h16,22068.75634806885
s42h17,22087.553996025203
s42h18,24586.32468908229
s42h19,22767.745927797623
s42h20,18165.707115301604
s42h21,16865.528420109986
s43h1,2842.470398030633
s43h2,3095.8670824404876
s43h3,3156.1413042829668
s43h4,3022.8734139709472
s43h5,3007.735263686341
s43h6,2965.243391875416
s43h7,2790.922684002503
s43h8,2829.0365789520265
s43h9,3081.3976107385815
s43h10,3141.427144885584
s43h11,3008.7010993715944
s43h12,2993.6246929345375
s43h13,2951.3063496378327
s43h14,2777.7009883638298
s43h15,2815.657992559209
s43h16,3066.9869709800687
s43h17,3126.7726620727394
s43h18,2994.5865880659585
s43h19,2979.57171133775
s43h20,2937.426293972243
s43h21,2764.5337831594215
s44h1,4677.0
s44h2,4677.0
s44h3,4677.0
s44h4,4677.0
s44h5,4677.0
s44h6,4677.0
s44h7,4677.0
s44h8,4677.0
s44h9,4677.0
s44h10,4677.0
s44h11,4677.0
s44h12,4677.0
s44h13,4677.0
s44h14,4677.0
s44h15,4677.0
s44h16,4677.0
s44h17,4677.0
s44h18,4677.0
s44h19,4677.0
s44h20,4677.0
s44h21,4677.0
s45h1,12042.4
s45h2,11783.0
s45h3,12606.2
s45h4,12334.0
s45h5,11194.6
s45h6,7880.0
s45h7,8583.2
s45h8,12042.4
s45h9,11783.0
s45h10,12606.2
s45h11,12334.0
s45h12,11194.6
s45h13,7880.0
s45h14,8583.2
s45h15,12042.4
s45h16,11783.0
s45h17,12606.2
s45h18,12334.0
s45h19,11194.6
s45h20,7880.0
s45h21,8583.2
s46h1,21380.08823529412
s46h2,21380.08823529412
s46h3,21380.08823529412
s46h4,21380.08823529412
s46h5,21380.08823529412
s46h6,21380.08823529412
s46h7,21380.08823529412
s46h8,21380.08823529412
s46h9,21380.08823529412
s46h10,21380.08823529412
s46h11,21380.08823529412
s46h12,21380.08823529412
s46h13,21380.08823529412
s46h14,21380.08823529412
s46h15,21380.08823529412
s46h16,21380.08823529412
s46h17,21380.08823529412
s46h18,21380.08823529412
s46h19,21380.08823529412
s46h20,21380.08823529412
s46h21,21380.08823529412
s47h1,1287.4980291165703
s47h2,1285.1953920136868
s47h3,1261.7138953443882
s47h4,1439.245973996081
s47h5,1275.1402396108622
s47h6,1344.4413243617662
s47h7,1328.9149786415696
s47h8,1282.6421736720672
s47h9,1280.3498888806537
s47h10,1256.9737571101953
s47h11,1433.7002704107815
s47h12,1270.3399011071067
s47h13,1339.3283408959708
s47h14,1323.872316023178
s47h15,1277.8081452592182
s47h16,1275.5261587569246
s47h17,1252.2548431138875
s47h18,1428.1800340257316
s47h19,1265.561100144109
s47h20,1334.2385321258241
s47h21,1318.8524584245927
s48h1,1660.0
s48h2,1660.0
s48h3,1660.0
s48h4,1660.0
s48h5,1660.0
s48h6,1660.0
s48h7,1660.0
s48h8,1660.0
s48h9,1660.0
s48h10,1660.0
s48h11,1660.0
s48h12,1660.0
s48h13,1660.0
s48h14,1660.0
s48h15,1660.0
s48h16,1660.0
s48h17,1660.0
s48h18,1660.0
s48h19,1660.0
s48h20,1660.0
s48h21,1660.0
s49h1,380905.0
s49h2,376515.0
s49h3,373730.0
s49h4,365074.0
s49h5,357901.0
s49h6,399336.0
s49h7,408581.0
s49h8,380905.0
s49h9,376515.0
s49h10,373730.0
s49h11,365074.0
s49h12,357901.0
s49h13,399336.0
s49h14,408581.0
s49h15,380905.0
s49h16,376515.0
s49h17,373730.0
s49h18,365074.0
s49h19,357901.0
s49h20,399336.0
s49h21,408581.0
s50h1,466084
s50h2,479541
s50h3,472247
s50h4,477905
s50h5,475511
s50h6,499084
s50h7,474811
s50h8,466084
s50h9,479541
s50h10,472247
s50h11,477905
s50h12,475511
s50h13,499084
s50h14,474811
s50h15,466084
s50h16,479541
s50h17,472247
s50h18,477905
s50h19,475511
s50h20,499084
s50h21,474811
s51h1,8271.0
s51h2,7990.0
s51h3,8145.0
s51h4,8427.0
s51h5,8156.0
s51h6,9159.0
s51h7,9295.0
s51h8,8271.0
s51h9,7990.0
s51h10,8145.0
s51h11,8427.0
s51h12,8156.0
s51h13,9159.0
s51h14,9295.0
s51h15,8271.0
s51h16,7990.0
s51h17,8145.0
s51h18,8427.0
s51h19,8156.0
s51h20,9159.0
s51h21,9295.0
s52h1,11513.0
s52h2,11513.0
s52h3,11513.0
s52h4,11513.0
s52h5,11513.0
s52h6,11513.0
s52h7,11513.0
s52h8,11513.0
s52h9,11513.0
s52h10,11513.0
s52h11,11513.0
s52h12,11513.0
s52h13,11513.0
s52h14,11513.0
s52h15,11513.0
s52h16,11513.0
s52h17,11513.0
s52h18,11513.0
s52h19,11513.0
s52h20,11513.0
s52h21,11513.0
s53h1,183284
s53h2,187018
s53h3,188615
s53h4,189664
s53h5,177567
s53h6,167301
s53h7,168684
s53h8,183284
s53h9,187018
s53h10,188615
s53h11,189664
s53h12,177567
s53h13,167301
s53h14,168684
s53h15,183284
s53h16,187018
s53h17,188615
s53h18,189664
s53h19,177567
s53h20,167301
s53h21,168684
s54h1,127798.80812340514
s54h2,123122.49935534844
s54h3,121503.92106384272
s54h4,122952.22044756898
s54h5,117313.08384221497
s54h6,111215.3486954195
s54h7,121339.16025854868
s54h8,127782.13907386364
s54h9,123106.04507231039
s54h10,121487.54235427825
s54h11,122935.7740844596
s54h12,117296.90390882356
s54h13,111199.46643271057
s54h14,121322.78927861036
s54h15,127765.47078069478
s54h16,123089.59155427411
s54h17,121471.16441280214
s54h18,122919.32848667399
s54h19,117280.72475176865
s54h20,111183.58495905163
s54h21,121306.41906707796
s55h1,184978.73557774498
s55h2,180690.76373974595
s55h3,179155.60446637534
s55h4,180055.36446426823
s55h5,176407.77486131646
s55h6,208555.82833226363
s55h7,226631.54837231658
s55h8,183574.80047118646
s55h9,179304.79290512134
s55h10,177776.11183388875
s55h11,178672.07191698998
s55h12,175039.94070153483
s55h13,207056.3047450463
s55h14,225062.01062319268
s55h15,182176.72617658172
s55h16,177924.6696168605
s55h17,176402.4619291511
s55h18,177294.6249261723
s55h19,173677.9405504426
s55h20,205562.7102876615
s55h21,223498.4497974208
s56h1,234214
s56h2,229800
s56h3,222758
s56h4,228289
s56h5,233231
s56h6,289083
s56h7,286983
s56h8,234214
s56h9,229800
s56h10,222758
s56h11,228289
s56h12,233231
s56h13,289083
s56h14,286983
s56h15,234214
s56h16,229800
s56h17,222758
s56h18,228289
s56h19,233231
s56h20,289083
s56h21,286983
s57h1,30267.0
s57h2,30962.8
s57h3,31271.8
s57h4,31888.4
s57h5,31222.6
s57h6,28714.2
s57h7,29229.0
s57h8,30267.0
s57h9,30962.8
s57h10,31271.8
s57h11,31888.4
s57h12,31222.6
s57h13,28714.2
s57h14,29229.0
s57h15,30267.0
s57h16,30962.8
s57h17,31271.8
s57h18,31888.4
s57h19,31222.6
s57h20,28714.2
s57h21,29229.0
s58h1,59568
s58h2,63164
s58h3,58781
s58h4,58697
s58h5,58574
s58h6,52120
s58h7,52929
s58h8,59568
s58h9,63164
s58h10,58781
s58h11,58697
s58h12,58574
s58h13,52120
s58h14,52929
s58h15,59568
s58h16,63164
s58h17,58781
s58h18,58697
s58h19,58574
s58h20,52120
s58h21,52929
s59h1,764.0
s59h2,764.0
s59h3,764.0
s59h4,764.0
s59h5,764.0
s59h6,764.0
s59h7,764.0
s59h8,764.0
s59h9,764.0
s59h10,764.0
s59h11,764.0
s59h12,764.0
s59h13,764.0
s59h14,764.0
s59h15,764.0
s59h16,764.0
s59h17,764.0
s59h18,764.0
s59h19,764.0
s59h20,764.0
s59h21,764.0
s60h1,1449.6
s60h2,1483.6
s60h3,1557.6
s60h4,1390.4
s60h5,1409.2
s60h6,1522.0
s60h7,1348.6
s60h8,1449.6
s60h9,1483.6
s60h10,1557.6
s60h11,1390.4
s60h12,1409.2
s60h13,1522.0
s60h14,1348.6
s60h15,1449.6
s60h16,1483.6
s60h17,1557.6
s60h18,1390.4
s60h19,1409.2
s60h20,1522.0
s60h21,1348.6
s61h1,23022.231245268074
s61h2,23563.570281659573
s61h3,23160.665298842796
s61h4,23282.124311818246
s61h5,22833.886449127214
s61h6,19698.98902467526
s61h7,20207.54331365511
s61h8,23129.37466501171
s61h9,23674.508395543828
s61h10,23268.774933460743
s61h11,23391.084055065898
s61h12,22939.719938215265
s61h13,19783.82591443461
s61h14,20295.68066528645
s61h15,23237.265651109326
s61h16,23786.229575285146
